fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
08.00;00.52;00.03;01.07;00.07;10.00;35.00.00;0.99575;03.34;00.57;10.00;5
07.09;00.37;00.23;01.08;0.077;23.00;49.00.00;6,91875;03.28;0,046527778;09.03;5
12.05;00.56;00.49;02.04;0.064;05.00;27.00.00;6,94375;03.08;0,060416667;10.09;5
11.08;00.26;00.52;01.08;0.071;06.00;10.00;6,922222222;03.02;0,05;10.02;7
08.01;0,060416667;00.00;03.03;0.096;26.00.00;61.00.00;100.025;03.06;0,05;09.08;4
07.09;00.35;00.46;03.06;0.078;15.00;37.00.00;6,925694444;03.35;0,059722222;12.08;8
06.09;00.54;00.04;03.00;0.077;07.00;27.00.00;6,935416667;0,172916667;0,063194444;09.04;6
11.05;00.18;00.51;04.00;0.10400000000000001;04.00;23.00;6,941666667;03.28;0,067361111;10.01;6
07.09;0,378472222;00.06;04.00;0.087;27.00.00;61.00.00;6,920138889;03.36;0,046527778;10.07;6
11.05;00.18;00.51;04.00;0.10400000000000001;04.00;23.00;6,941666667;03.28;0,067361111;10.01;6
10.09;00.37;00.58;04.00;0.071;17.00;65.00.00;0.99935;03.22;0,054166667;10.01;5
08.04;0,496527778;00.02;02.04;0.076;10.00;38.00.00;0.99735;03.31;0,044444444;09.04;5
07.05;0,045138889;00.18;07.00;0.08800000000000001;27.00.00;94.00.00;0.99915;03.38;0,053472222;09.04;5
07.09;0,378472222;00.06;04.00;0.087;27.00.00;61.00.00;6,920138889;03.36;0,046527778;10.07;6
06.09;00.54;00.04;03.00;0.077;07.00;27.00.00;6,935416667;0,172916667;0,063194444;09.04;6
11.05;00.18;00.51;04.00;0.10400000000000001;04.00;23.00;6,941666667;03.28;0,067361111;10.01;6
10.03;00.32;00.45;06.04;0.073;05.00;13.00;6,927777778;03.23;0,056944444;12.06;8
08.09;00.04;00.32;05.06;0.087;10.00;47.00.00;6,938194444;03.38;0,053472222;10.05;7
11.04;00.26;00.44;03.06;0.071;06.00;19.00;6,934722222;03.12;0,056944444;09.03;6
07.07;00.27;0,047222222;03.05;0,248611111;05.00;10.00;6,925;03.25;01.08;09.09;7
07.06;00.52;00.12;03.00;0.067;12.00;53.00.00;6,924305556;03.36;00.57;09.01;5
08.09;00.04;00.32;05.06;0.087;10.00;47.00.00;6,938194444;03.38;0,053472222;10.05;7
09.09;00.59;00.07;03.04;0,070833333;32.00.00;71.00.00;100.015;03.31;0,049305556;09.08;5
09.09;00.59;00.07;03.04;0,070833333;32.00.00;71.00.00;100.015;03.31;0,049305556;09.08;5
12.00;00.45;00.55;02.00;0.073;25.00.00;49.00.00;6,942361111;03.01;0,052777778;10.03;6
07.05;00.04;00.12;03.00;0.092;29.00.00;53.00.00;6,921527778;03.37;00.07;10.03;6
08.07;00.52;00.09;02.05;0.091;20.00;49.00.00;6,927777778;03.34;0,059722222;10.06;7
11.06;00.42;00.53;03.03;0,072916667;33.00.00;98.00.00;1.001;03.02;0,065972222;09.02;5
08.07;00.52;00.09;02.05;0.091;20.00;49.00.00;6,927777778;03.34;0,059722222;10.06;7
11.00;00.02;00.48;02.00;0.34299999999999997;06.00;18.00;6,929861111;03.03;0,049305556;10.05;5
10.04;00.55;00.23;02.07;0.091;18.00;48.00.00;6,940277778;03.22;0,044444444;10.03;6
06.09;00.36;00.25;02.04;0.098;05.00;16.00;6,919444444;03.41;00.06;10.01;6
13.03;00.34;00.52;03.02;0.094;17.00;53.00.00;10.014;03.05;0,05625;09.05;6
10.08;00.05;00.46;02.05;0.073;05.00;27.00.00;10.001;03.05;0,044444444;09.05;5
10.06;0,057638889;00.37;02.06;0.086;26.00.00;70.00.00;6,93125;03.16;00.52;09.09;5
07.01;0,04375;00.06;02.00;0.083;08.00;29.00.00;0.99855;0,171527778;0,050694444;09.06;5
07.02;0,045138889;00.02;02.03;0.094;05.00;31.00.00;6,939583333;0,171527778;00.08;09.07;5
06.09;0,046527778;00.06;02.01;00.08;08.00;33.00.00;0.99845;0,172222222;0,049305556;09.06;5
07.05;00.53;00.06;02.06;0.086;20.00;44.00.00;6,920138889;03.38;00.59;10.07;6
11.01;00.18;00.48;01.05;0.068;07.00;15.00;6,925694444;03.22;0,044444444;10.01;6
08.03;0,489583333;00.12;02.06;0.092;12.00;28.00.00;6,940277778;03.51;0,05;10.00;5
07.04;0,046527778;00.12;01.06;0.18600000000000003;05.00;21.00;0,691666667;03.39;00.54;09.05;5
08.04;0,045138889;00.06;02.01;0.11199999999999999;12.00;90.00.00;6,925694444;03.02;00.52;09.02;5
10.03;00.53;00.48;02.05;0.063;06.00;25.00.00;6,943055556;03.12;00.59;09.03;6
07.06;0,043055556;00.32;02.02;0.08199999999999999;07.00;54.00.00;6,920833333;03.36;00.52;09.04;5
10.03;00.41;00.42;02.04;0,147916667;06.00;14.00;6,940277778;03.19;0,043055556;09.05;6
10.03;00.43;00.44;02.04;0,148611111;05.00;12.00;6,940277778;03.19;0,04375;09.05;6
07.04;00.29;00.38;01.07;0.062;09.00;30.00.00;6,922222222;03.41;00.53;09.05;6
10.03;00.53;00.48;02.05;0.063;06.00;25.00.00;6,943055556;03.12;00.59;09.03;6
07.09;00.53;00.24;02.00;0.07200000000000001;15.00;105.00.00;0,691666667;03.27;00.54;09.04;6
09.00;00.46;00.31;02.08;0.09300000000000001;19.00;98.00.00;0.99815;03.32;0,04375;09.05;6
08.06;00.47;00.03;03.00;0.076;30.00.00;135.00.00;6,927777778;03.03;00.53;09.04;5
07.04;00.36;00.29;02.06;0.087;26.00.00;72.00.00;0.99645;03.39;0,047222222;11.00;5
07.01;00.35;00.29;02.05;0.096;20.00;53.00.00;6,918055556;03.42;0,045138889;11.00;6
09.06;00.56;00.23;03.04;0,070833333;37.00.00;92.00.00;6,941666667;03.03;0,045138889;10.01;5
09.06;0,053472222;00.12;02.09;0.08199999999999999;30.00.00;74.00.00;0.99865;03.03;0,044444444;10.04;6
09.08;0,045833333;00.39;03.02;0.083;21.00;59.00.00;6,936805556;03.37;0,049305556;11.05;7
09.06;0,053472222;00.12;02.09;0.08199999999999999;30.00.00;74.00.00;0.99865;03.03;0,044444444;10.04;6
09.08;0,045833333;00.39;03.02;0.083;21.00;59.00.00;6,936805556;03.37;0,049305556;11.05;7
09.03;0,042361111;00.26;03.04;00.09;25.00.00;87.00.00;0.99975;03.24;0,043055556;09.07;5
07.08;0,043055556;00.05;02.03;0.079;06.00;18.00;0.99735;03.29;0,04375;09.03;5
10.03;00.59;00.42;02.08;00.09;35.00.00;73.00.00;0.9990000000000001;03.28;00.07;09.05;6
10.00;00.49;00.02;11.00;0.071;13.00;50.00.00;10.015;03.16;0,047916667;09.02;6
10.00;00.49;00.02;11.00;0.071;13.00;50.00.00;10.015;03.16;0,047916667;09.02;6
11.06;00.53;0,045833333;0,170138889;0,084027778;06.00;14.00;6,929166667;03.05;0,051388889;11.05;7
10.03;00.44;00.05;04.05;0,074305556;05.00;13.00;0,693055556;03.28;0,057638889;11.05;5
13.04;00.27;0,043055556;02.06;0.08199999999999999;06.00;21.00;10.002;03.16;0,046527778;09.07;6
10.07;00.46;00.39;02.00;0.061;07.00;15.00;6,93125;03.18;0,043055556;09.05;5
10.02;00.36;0,044444444;02.09;0,084722222;10.00;41.00.00;0,693055556;03.23;0,045833333;12.05;6
10.02;00.36;0,044444444;02.09;0,084722222;10.00;41.00.00;0,693055556;03.23;0,045833333;12.05;6
08.00;00.58;00.28;03.02;0.066;21.00;114.00.00;6,925694444;03.22;00.54;09.04;6
08.04;00.56;00.08;02.01;0,072916667;16.00;44.00.00;6,915277778;03.13;00.52;11.00;5
07.09;0,045138889;00.01;02.05;0.078;17.00;38.00.00;6,91875;03.34;0,051388889;11.07;7
11.09;0,482638889;00.53;03.04;0,088888889;07.00;21.00;6,938888889;03.17;0,058333333;12.02;7
08.09;00.43;00.45;01.09;0.052000000000000005;06.00;16.00;6,908333333;03.35;00.07;12.05;6
07.08;00.43;00.32;02.08;00.08;29.00.00;58.00.00;6,926388889;03.31;0,044444444;10.03;5
12.04;00.49;00.58;03.00;0.10300000000000001;28.00.00;99.00.00;10.008;03.16;01.00;11.05;6
12.05;00.28;00.54;02.03;0.08199999999999999;12.00;29.00.00;6,942361111;03.11;01.36;09.08;7
12.02;00.34;00.05;02.04;0.066;10.00;21.00;01.00;03.12;01.18;09.02;6
10.06;00.42;00.48;02.07;0.065;05.00;18.00;6,925;03.21;0,060416667;11.03;6
10.09;00.39;00.47;01.08;0.11800000000000001;06.00;14.00;6,931944444;03.03;0,052083333;09.08;6
10.09;00.39;00.47;01.08;0.11800000000000001;06.00;14.00;6,931944444;03.03;0,052083333;09.08;6
11.09;00.57;00.05;02.06;0.08199999999999999;06.00;32.00.00;10.006;03.12;0,054166667;10.07;6
07.00;0,475694444;00.00;01.09;0.067;40.00.00;63.00.00;6,929861111;03.06;0,05625;09.09;5
06.06;0,565972222;00.02;02.07;0.07200000000000001;17.00;34.00.00;6,913194444;03.58;0,061805556;12.03;7
13.08;00.49;0,046527778;03.00;0.09300000000000001;06.00;15.00;6,934722222;03.02;0,064583333;12.00;6
09.06;00.56;00.31;02.08;0.08900000000000001;15.00;46.00.00;6,929861111;03.11;0,063888889;10.00;6
09.01;0,545138889;00.00;02.06;0.09300000000000001;11.00;28.00.00;6,940277778;03.36;0,059722222;09.04;6
10.07;0,046527778;00.22;02.07;0,074305556;17.00;34.00.00;10.004;03.28;0,068055556;09.09;6
09.01;0,552083333;00.00;02.06;0.096;11.00;26.00.00;6,940277778;03.35;0,057638889;09.04;6
07.07;0,461805556;00.00;02.04;00.09;08.00;19.00;6,926388889;03.27;0,050694444;09.03;5
13.05;00.53;0,054861111;04.08;00.12;23.00;77.00.00;10.018;03.18;0,053472222;13.00;5
06.01;00.21;00.04;01.04;0.066;40.05.00;165.00.00;6,883333333;03.25;00.59;11.09;6
06.07;0,052083333;00.01;02.04;0.078;17.00;32.00.00;6,913194444;03.55;0,042361111;12.08;6
11.05;00.41;00.52;03.00;00.08;29.00.00;55.00.00;10.001;03.26;0,061111111;11.00;5
10.05;00.42;0,045833333;0,149305556;0.11599999999999999;12.00;29.00.00;0,692361111;03.24;0,052083333;11.07;7
11.09;00.43;0,045833333;03.01;0,075694444;10.00;23.00;01.00;03.15;0,059027778;10.04;7
12.06;00.38;0,045833333;02.06;0.08800000000000001;10.00;41.00.00;1.001;03.17;0,047222222;09.08;6
08.02;00.07;00.23;02.00;0.099;14.00;81.00.00;6,925694444;03.19;00.07;09.04;5
08.06;00.45;00.31;02.06;0.086;21.00;50.00.00;6,931944444;03.37;0,063194444;09.09;6
11.09;00.58;0,045833333;02.05;0.07200000000000001;06.00;37.00.00;6,938888889;03.05;00.56;10.00;5
12.05;00.46;0,04375;02.00;0.071;06.00;15.00;6,936111111;0,152083333;0,060416667;10.02;5
12.08;0,427083333;0,045833333;05.08;0.083;07.00;42.00.00;10.022;03.07;0,050694444;10.00;7
10.00;00.42;00.05;03.04;0,074305556;07.00;21.00;6,929861111;03.26;0,064583333;11.08;6
12.08;0,427083333;0,045833333;05.08;0.083;07.00;42.00.00;10.022;03.07;0,050694444;10.00;7
10.04;0,399305556;0,042361111;02.06;0.076;11.00;24.00.00;01.00;03.16;0,047916667;09.00;5
10.03;00.34;00.52;02.08;0,110416667;15.00;75.00.00;6,943055556;03.18;0,044444444;09.04;5
09.04;00.27;00.53;02.04;0.07400000000000001;06.00;18.00;6,918055556;03.02;01.13;12.00;7
06.09;0,53125;00.02;02.03;0.063;35.00.00;63.00.00;6,927083333;03.57;0,054166667;09.09;5
07.09;00.24;00.04;01.06;0.055999999999999994;11.00;25.00.00;6,921527778;03.32;0,060416667;08.07;6
09.01;00.28;00.48;01.08;0.067;26.00.00;46.00.00;6,921527778;03.32;01.04;10.06;6
07.04;00.55;00.22;02.02;0,073611111;12.00;72.00.00;6,915972222;03.05;0,04375;09.02;5
14.00;00.41;0,04375;03.08;0.08900000000000001;06.00;47.00.00;10.014;03.01;0,05625;10.08;6
11.05;00.54;0,049305556;04.04;0,086111111;06.00;15.00;6,933333333;03.01;0,057638889;11.08;7
11.05;00.45;00.05;03.00;0.078;19.00;47.00.00;10.003;03.26;01.11;11.00;6
09.04;00.27;00.53;02.04;0.07400000000000001;06.00;18.00;6,918055556;03.02;01.13;12.00;7
11.04;0,434027778;0,045833333;06.02;0.08800000000000001;06.00;24.00.00;6,936111111;03.11;0,06875;13.03;6
08.03;00.42;00.38;02.05;0.094;24.00.00;60.00.00;6,929861111;03.31;00.07;10.08;6
08.03;00.26;00.42;02.00;00.08;11.00;27.00.00;6,926388889;03.21;00.08;09.04;6
13.07;0,288194444;0,047222222;02.09;0.085;17.00;43.00.00;10.014;03.06;00.08;10.00;6
08.03;00.26;00.42;02.00;00.08;11.00;27.00.00;6,926388889;03.21;00.08;09.04;6
08.03;00.26;00.42;02.00;00.08;11.00;27.00.00;6,926388889;03.21;00.08;09.04;6
07.07;00.51;00.28;02.01;0.087;23.00;54.00.00;0,693055556;03.42;0,051388889;09.02;5
07.04;0,04375;00.07;02.04;00.09;11.00;37.00.00;6,929861111;03.43;0,052777778;09.07;6
07.08;00.54;00.26;02.00;0.08800000000000001;23.00;48.00.00;6,93125;03.41;0,051388889;09.02;6
08.03;0,045833333;00.15;01.09;0.079;17.00;42.00.00;6,925;03.31;00.54;09.06;6
07.08;00.46;00.26;01.09;0.08800000000000001;23.00;53.00.00;6,93125;03.43;0,051388889;09.02;6
09.06;00.38;00.31;02.05;0.096;16.00;49.00.00;6,931944444;03.19;00.07;10.00;7
05.06;0,059027778;00.05;01.04;0.045;12.00;88.00.00;6,891666667;03.56;0,056944444;12.09;8
13.07;0,288194444;0,047222222;02.09;0.085;17.00;43.00.00;10.014;03.06;00.08;10.00;6
09.05;00.37;00.52;02.00;0.08199999999999999;06.00;26.00.00;0,693055556;03.18;00.51;09.05;5
08.04;0,461805556;0,042361111;02.00;0.11199999999999999;13.00;95.00.00;0,692361111;03.16;00.54;09.01;5
12.07;00.06;0,045138889;02.03;0.063;06.00;25.00.00;6,942361111;03.03;00.57;09.09;5
12.00;00.37;0,052777778;04.02;0.066;07.00;38.00.00;10.004;03.22;00.06;13.00;7
06.06;0,510416667;00.02;07.09;0,084722222;68.00.00;124.00.00;6,940277778;03.47;00.53;09.09;5
11.05;00.59;00.59;02.06;0.087;13.00;49.00.00;6,936111111;03.18;0,045138889;11.00;6
11.05;00.59;00.59;02.06;0.087;13.00;49.00.00;6,936111111;03.18;0,045138889;11.00;6
08.07;0,53125;00.22;02.03;0.064;09.00;42.00.00;6,91875;03.01;00.55;09.04;5
06.06;0,510416667;00.02;07.09;0,084722222;68.00.00;124.00.00;6,940277778;03.47;00.53;09.09;5
07.07;00.26;00.03;01.07;0.059000000000000004;20.00;38.00.00;6,909027778;03.29;00.47;10.08;6
12.02;00.48;00.54;02.06;0.085;19.00;64.00.00;01.00;03.01;0,042361111;10.05;6
11.04;00.06;00.49;02.07;0.085;10.00;41.00.00;6,940277778;03.15;0,04375;10.05;6
07.07;0,047916667;00.05;02.07;0.075;15.00;27.00.00;6,926388889;03.26;0,042361111;09.01;5
08.07;00.31;00.46;01.04;0.059000000000000004;11.00;25.00.00;6,920833333;03.36;0,052777778;10.01;6
09.08;00.44;00.47;02.05;0.063;09.00;28.00.00;6,93125;03.24;0,045138889;10.08;6
12.00;00.39;0,045833333;03.00;0.09300000000000001;12.00;30.00.00;6,941666667;03.18;0,04375;10.08;7
10.04;00.34;00.58;03.07;0,120833333;06.00;16.00;0,692361111;03.19;00.07;11.03;6
12.05;00.46;00.49;04.05;00.07;26.00.00;49.00.00;6,93125;03.05;00.57;09.06;4
09.00;00.43;00.34;02.05;00.08;26.00.00;86.00.00;6,935416667;03.38;0,043055556;09.05;6
09.01;00.45;00.35;02.04;00.08;23.00;78.00.00;6,935416667;03.38;0,043055556;09.05;5
07.01;0,510416667;00.16;01.09;00.01;15.00;77.00.00;6,920833333;03.27;0,044444444;09.03;5
09.09;00.04;00.53;06.07;0.09699999999999999;06.00;19.00;6,934722222;03.27;0,056944444;11.07;7
08.08;00.52;00.34;02.07;0.087;24.00.00;122.00.00;6,931944444;03.26;0,042361111;09.05;5
08.06;0,503472222;00.24;06.06;0.11699999999999999;31.00.00;134.00.00;10.014;03.32;01.07;09.03;5
10.06;00.48;0,044444444;02.02;0,077083333;06.00;20.00;0,692361111;03.26;0,045833333;11.07;6
07.00;00.58;00.12;01.09;0.091;34.00.00;124.00.00;6,913888889;03.44;00.48;10.05;5
11.09;00.38;00.51;02.00;0,084027778;07.00;20.00;6,941666667;03.24;0,052777778;10.04;6
06.08;0,053472222;00.00;01.08;0.066;34.00.00;52.00.00;6,927777778;0,168055556;0,047222222;09.09;5
09.05;00.56;00.33;02.04;0.08900000000000001;35.00.00;67.00.00;6,925;03.28;0,050694444;11.08;7
06.06;0,058333333;00.03;02.03;0.059000000000000004;32.00.00;48.00.00;6,911111111;03.52;00.56;12.03;7
07.07;0,066666667;00.02;02.00;0.047;15.00;60.00.00;6,913194444;03.36;00.44;10.09;5
10.05;00.24;00.47;02.01;0.066;06.00;24.00.00;6,929166667;03.15;00.09;11.00;7
07.07;0,066666667;00.02;02.00;0.047;15.00;60.00.00;6,913194444;03.36;00.44;10.09;5
06.06;0,058333333;00.03;02.03;0.059000000000000004;32.00.00;48.00.00;6,911111111;03.52;00.56;12.03;7
06.04;0,046527778;00.08;02.01;0.045;19.00;48.00.00;6,909027778;03.49;00.49;11.04;6
09.05;0,054166667;00.22;01.09;0.077;06.00;32.00.00;6,936111111;03.26;00.56;10.06;6
09.01;00.52;00.33;01.03;00.07;09.00;30.00.00;6,929166667;03.24;00.06;09.03;5
12.08;0,058333333;0,04375;02.04;0.08800000000000001;13.00;35.00.00;6,942361111;03.01;00.06;10.04;6
10.05;00.24;00.47;02.01;0.066;06.00;24.00.00;6,929166667;03.15;00.09;11.00;7
07.08;00.55;00.35;02.02;0.07400000000000001;21.00;66.00.00;6,926388889;03.25;00.56;09.02;5
11.09;00.37;0,047916667;02.03;0.078;12.00;24.00.00;6,915277778;03.00;0,045138889;12.08;6
12.03;00.39;0,04375;02.03;0.091;06.00;18.00;10.004;03.16;00.49;09.05;5
10.04;00.41;00.55;03.02;0.076;22.00;54.00.00;6,941666667;03.15;0,061805556;09.09;6
12.03;00.39;0,04375;02.03;0.091;06.00;18.00;10.004;03.16;00.49;09.05;5
08.00;0,046527778;00.03;02.00;00.06;38.00.00;62.00.00;6,915277778;03.26;00.56;10.02;6
11.01;00.45;0,050694444;03.02;0.066;06.00;22.00;6,934722222;03.17;0,045833333;11.02;6
10.04;00.41;00.55;03.02;0.076;22.00;54.00.00;6,941666667;03.15;0,061805556;09.09;6
07.00;0,043055556;00.18;01.05;0.062;07.00;50.00.00;6,910416667;03.08;00.06;09.03;5
12.06;00.31;0,05;02.02;0.07200000000000001;06.00;29.00.00;6,935416667;0,144444444;0,056944444;09.08;8
11.09;00.04;0,045138889;02.15;0.068;07.00;27.00.00;6,936111111;03.06;0,047222222;11.03;6
15.06;0,475694444;0,052777778;03.07;00.01;06.00;43.00.00;10.032;0,149305556;0,047222222;11.02;7
10.00;00.44;00.49;02.07;0.077;11.00;19.00;6,91875;03.23;0,04375;11.06;7
05.03;00.57;00.01;01.07;0.054000000000000006;05.00;27.00.00;6,898611111;03.57;0,058333333;12.05;7
09.05;0,510416667;00.01;02.01;0.079;06.00;31.00.00;6,934722222;03.23;00.56;10.01;6
12.05;00.38;00.06;02.06;0.081;31.00.00;72.00.00;6,941666667;03.01;0,050694444;10.05;5
09.03;00.48;00.29;02.01;0,088194444;06.00;16.00;6,922222222;03.22;0,05;11.02;5
08.06;00.53;00.22;02.00;00.01;07.00;27.00.00;6,921527778;03.02;00.56;10.02;6
11.09;00.39;0,047916667;02.08;0.095;17.00;35.00.00;6,940277778;03.01;0,042361111;10.08;6
11.09;00.39;0,047916667;02.08;0.095;17.00;35.00.00;6,940277778;03.01;0,042361111;10.08;6
08.04;00.37;00.53;01.08;0,286805556;09.00;26.00.00;6,929861111;03.06;01.06;09.01;6
06.08;00.56;00.03;01.07;0.084;18.00;35.00.00;6,922222222;03.44;0,04375;10.00;6
10.04;00.33;0,04375;02.08;0.084;05.00;22.00;6,943055556;03.26;0,051388889;11.02;7
07.00;00.23;00.04;01.06;0.063;21.00;67.00.00;6,911111111;03.05;0,04375;11.01;5
11.03;0,043055556;0,046527778;05.02;0.086;06.00;19.00;6,936111111;03.22;0,047916667;13.04;8
08.09;00.59;00.39;02.03;0.095;05.00;22.00;6,934722222;03.37;00.58;10.03;5
09.02;0,04375;00.21;02.07;0.09699999999999999;29.00.00;65.00.00;6,936111111;03.28;00.58;09.06;5
10.04;00.33;0,04375;02.08;0.084;05.00;22.00;6,943055556;03.26;0,051388889;11.02;7
11.06;00.58;0,045833333;02.02;0.07400000000000001;10.00;47.00.00;10.008;03.25;00.57;09.00;3
09.02;00.43;00.52;02.03;0.083;14.00;23.00;6,927777778;03.35;0,042361111;11.03;6
08.03;0,427083333;00.22;02.06;0.087;06.00;19.00;6,931944444;03.26;0,042361111;09.03;5
11.00;00.26;0,047222222;02.55;0.085;10.00;25.00.00;0,692361111;03.18;0,042361111;11.08;5
08.01;0,045833333;00.07;02.02;0.098;25.00.00;129.00.00;6,925;03.08;00.53;09.00;5
11.05;0,21875;00.54;02.01;0.084;05.00;15.00;6,935416667;0,151388889;00.07;09.02;6
10.00;00.29;00.04;02.09;0.098;10.00;26.00.00;10.006;03.48;0,063194444;09.07;5
10.03;00.05;00.42;02.00;0.069;21.00;51.00.00;6,931944444;03.16;0,05;11.05;6
08.08;00.46;00.45;02.06;0.065;07.00;18.00;6,907638889;03.32;0,054861111;14.00;6
11.04;00.36;0,047916667;02.01;00.09;06.00;21.00;01.00;03.17;0,043055556;09.02;6
08.07;0,056944444;00.02;01.02;00.07;36.00.00;48.00.00;6,911111111;03.02;00.58;09.08;5
13.00;00.32;0,045138889;02.06;0.09300000000000001;15.00;47.00.00;6,941666667;03.05;0,042361111;10.06;5
09.06;00.54;00.42;02.04;0.081;25.00.00;52.00.00;0,692361111;03.02;0,049305556;11.04;6
12.05;00.37;00.55;02.06;0.083;25.00.00;68.00.00;6,940972222;03.15;0,056944444;10.04;6
09.09;00.35;00.55;02.01;0.062;05.00;14.00;6,924305556;03.26;0,054861111;10.06;5
10.05;00.28;00.51;01.07;00.08;10.00;24.00.00;6,931944444;03.02;0,061805556;09.04;6
09.06;0,047222222;00.24;02.02;0.087;05.00;28.00.00;6,936111111;03.14;00.06;10.02;5
09.03;00.27;00.41;02.00;0.091;06.00;16.00;0,693055556;03.28;00.07;09.07;5
10.04;00.24;00.49;01.08;0.075;06.00;20.00;6,928472222;03.18;01.06;11.00;6
09.06;0,047222222;00.24;02.02;0.087;05.00;28.00.00;6,936111111;03.14;00.06;10.02;5
09.04;0,475694444;00.11;02.07;0.077;06.00;31.00.00;6,933333333;03.19;00.07;10.01;6
10.06;00.28;00.39;15.05;0.069;06.00;23.00;10.026;03.12;0,045833333;09.02;5
09.04;00.03;00.56;02.08;00.08;06.00;17.00;6,919444444;03.15;0,063888889;11.07;8
10.06;00.36;00.59;02.02;0,105555556;06.00;18.00;6,934722222;03.04;01.05;09.04;5
10.06;00.36;00.06;02.02;0,105555556;07.00;18.00;6,934722222;03.04;01.06;09.04;5
10.06;00.44;0,047222222;04.01;0,079166667;06.00;24.00.00;0,692361111;03.06;0,045833333;13.04;6
10.02;0,046527778;00.39;01.09;0.054000000000000006;06.00;17.00;6,927777778;03.17;00.47;10.00;5
10.02;0,046527778;00.39;01.09;0.054000000000000006;06.00;17.00;6,927777778;03.17;00.47;10.00;5
10.02;0,447916667;00.36;01.08;0.053;05.00;14.00;6,931944444;03.17;00.42;10.00;6
11.06;00.32;00.55;02.08;0.081;35.00.00;67.00.00;10.002;03.32;0,063888889;10.08;7
09.03;00.39;00.04;02.06;0.073;10.00;26.00.00;6,933333333;03.34;0,052083333;10.02;6
09.03;0,538194444;00.27;02.08;0.078;24.00.00;56.00.00;6,933333333;03.31;0,046527778;10.06;6
09.02;00.41;00.05;02.05;0.055;12.00;25.00.00;6,911111111;03.34;0,054861111;13.03;7
08.09;00.04;00.51;02.06;0.052000000000000005;13.00;27.00.00;0,690972222;03.32;00.09;13.04;7
08.07;0,047916667;00.31;03.00;0.086;23.00;81.00.00;10.002;03.48;0,051388889;11.06;6
06.05;00.39;00.23;08.03;0.051;28.00.00;91.00.00;6,911111111;03.44;00.55;12.01;6
10.07;00.35;00.53;02.06;00.07;05.00;16.00;6,925;03.15;0,045138889;11.00;8
07.08;00.52;00.25;01.09;0.081;14.00;38.00.00;6,933333333;03.43;0,045138889;09.00;6
07.02;00.34;00.32;02.05;00.09;43.00.00;113.00.00;6,920833333;03.32;0,054861111;11.01;5
10.07;00.35;00.53;02.06;00.07;05.00;16.00;6,925;03.15;0,045138889;11.00;8
08.07;0,047916667;00.31;03.00;0.086;23.00;81.00.00;10.002;03.48;0,051388889;11.06;6
07.08;00.52;00.25;01.09;0.081;14.00;38.00.00;6,933333333;03.43;0,045138889;09.00;6
10.04;00.44;0,050694444;06.55;0.07400000000000001;38.00.00;76.00.00;0.9990000000000001;03.17;0,059027778;12.00;7
10.04;00.44;0,050694444;06.55;0.07400000000000001;38.00.00;76.00.00;0.9990000000000001;03.17;0,059027778;12.00;7
10.05;00.26;00.47;01.09;0.078;06.00;24.00.00;6,927777778;03.18;01.04;10.09;7
10.05;00.24;00.42;01.08;0.077;06.00;22.00;6,927777778;03.21;01.05;10.08;7
10.02;00.49;0,04375;02.09;0.07200000000000001;10.00;26.00.00;6,922222222;03.16;0,054166667;12.05;7
10.04;00.24;00.46;01.08;0.075;06.00;21.00;6,927777778;03.25;01.02;10.08;7
11.02;0,046527778;00.55;02.03;0.084;06.00;13.00;01.00;03.17;0,049305556;09.05;6
10.00;00.59;00.31;02.02;00.09;26.00.00;62.00.00;6,940277778;03.18;0,04375;10.02;6
13.03;00.29;0,052083333;02.08;0.084;23.00;43.00.00;6,934722222;03.04;0,047222222;11.04;7
12.04;00.42;00.49;04.06;0.073;19.00;43.00.00;6,929166667;03.02;0,042361111;09.05;5
10.00;00.59;00.31;02.02;00.09;26.00.00;62.00.00;6,940277778;03.18;0,04375;10.02;6
10.07;00.04;00.48;02.01;0,086805556;15.00;49.00.00;0,693055556;03.03;0,05625;09.07;6
10.05;00.51;0,044444444;02.04;0,074305556;06.00;15.00;6,925694444;03.09;0,045833333;11.08;7
10.05;00.51;0,044444444;02.04;0,074305556;06.00;15.00;6,925694444;03.09;0,045833333;11.08;7
08.05;0,454861111;00.49;06.01;0,084722222;34.00.00;151.00.00;1.001;03.31;01.14;09.03;5
12.05;00.06;00.49;04.03;00.01;05.00;14.00;1.001;03.25;0,051388889;11.09;6
10.04;0,042361111;00.49;02.01;00.02;05.00;16.00;6,940277778;03.16;0,04375;08.04;3
10.09;00.21;00.49;02.08;0.08800000000000001;11.00;32.00.00;6,925;03.22;0,047222222;11.07;6
07.03;0,253472222;00.49;02.05;0.08800000000000001;39.00.00;106.00.00;6,920833333;03.36;0,054166667;11.00;5
09.08;00.25;00.49;02.07;0.08800000000000001;15.00;33.00.00;6,931944444;03.42;00.09;10.00;6
07.06;00.41;00.49;02.00;0.08800000000000001;16.00;43.00.00;0,693055556;03.48;0,044444444;09.01;5
08.02;00.39;00.49;02.03;0.099;47.00.00;133.00.00;6,929861111;03.38;0,06875;09.08;5
09.03;00.04;00.49;02.05;0.085;38.00.00;142.00.00;6,929166667;03.22;00.55;09.04;5
